Mes,Departamento,Departamento_join,Nivel tecnologico,fob_total,kg_total
6,Valle del Cauca,VALLE DEL CAUCA,Bienes primarios,30278880.52,7002446.96
6,Valle del Cauca,VALLE DEL CAUCA,Manufacturas basadas en recursos naturales,53469236.92,40441803.699999996
6,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de alta tecnología,30377479.76,6325393.72
6,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de baja tecnología,21687489.83,6457781.62
6,Valle del Cauca,VALLE DEL CAUCA,Manufacturas de tecnología media,48799848.23,18507579.82
6,Valle del Cauca,VALLE DEL CAUCA,Otras transacciones,332714.08,24122.17
6,Vichada,VICHADA,Manufacturas basadas en recursos naturales,1480,270
7,Antioquia,ANTIOQUIA,Bienes primarios,282346385.19,177031627.01
7,Antioquia,ANTIOQUIA,Manufacturas basadas en recursos naturales,49785606.58,22810594.18
7,Antioquia,ANTIOQUIA,Manufacturas de alta tecnología,8788910.950000001,860814.39
7,Antioquia,ANTIOQUIA,Manufacturas de baja tecnología,64231238.04,11291502.18
7,Antioquia,ANTIOQUIA,Manufacturas de tecnología media,59229433.43,22572779.31
7,Antioquia,ANTIOQUIA,Otras transacciones,361533828.55,54973.62
7,Arauca,ARAUCA,Manufacturas de alta tecnología,749.8399999999999,105
7,Arauca,ARAUCA,Manufacturas de baja tecnología,32917.229999999996,8067.67
7,Arauca,ARAUCA,Manufacturas de tecnología media,90188.11,9488.75
7,Arauca,ARAUCA,Otras transacciones,2,10.63
7,Atlántico,ATLANTICO,Bienes primarios,3871093.77,3111030.39
7,Atlántico,ATLANTICO,Manufacturas basadas en recursos naturales,61613418.89,66115308.27
7,Atlántico,ATLANTICO,Manufacturas de alta tecnología,9333628.57,1913776.74
7,Atlántico,ATLANTICO,Manufacturas de baja tecnología,86660689.4099999,14168153.67
7,Atlántico,ATLANTICO,Manufacturas de tecnología media,51305230.08,25708698.35
7,Atlántico,ATLANTICO,Otras transacciones,45370.619999999995,3685.93
7,Bogotá,BOGOTA D.C.,Bienes primarios,175775571.4,25396711.509999998
7,Bogotá,BOGOTA D.C.,Manufacturas basadas en recursos naturales,98657725.2,83441894.64
7,Bogotá,BOGOTA D.C.,Manufacturas de alta tecnología,42022276.98,725401.12
7,Bogotá,BOGOTA D.C.,Manufacturas de baja tecnología,48937733.34,7051783.34
7,Bogotá,BOGOTA D.C.,Manufacturas de tecnología media,76021384.26,12861845.73
7,Bogotá,BOGOTA D.C.,Otras transacciones,6866161.77,569062.38
7,Bolívar,BOLIVAR,Bienes primarios,92009187.33,86470337
7,Bolívar,BOLIVAR,Manufacturas basadas en recursos naturales,22080503.55,22795399.29
7,Bolívar,BOLIVAR,Manufacturas de alta tecnología,1024000.66,36499.54
7,Bolívar,BOLIVAR,Manufacturas de baja tecnología,20349260.15,4953929.04
7,Bolívar,BOLIVAR,Manufacturas de tecnología media,149075122.75,81496653.52
7,Bolívar,BOLIVAR,Otras transacciones,292993.06000000006,1462.59
7,Boyacá,BOYACA,Bienes primarios,1416894.42,490667.54
7,Boyacá,BOYACA,Manufacturas basadas en recursos naturales,41670671.22,140716243.71
7,Boyacá,BOYACA,Manufacturas de baja tecnología,49822.48,10165.6
7,Boyacá,BOYACA,Manufacturas de tecnología media,23792.82,568.13
7,Caldas,CALDAS,Bienes primarios,81909563.85,11058226.52
7,Caldas,CALDAS,Manufacturas basadas en recursos naturales,14938642.07,6612277.5600000005
7,Caldas,CALDAS,Manufacturas de alta tecnología,622655.2200000001,32535.89
7,Caldas,CALDAS,Manufacturas de baja tecnología,3685308.68,901022.44
7,Caldas,CALDAS,Manufacturas de tecnología media,7448697.67,1863317.19
7,Caldas,CALDAS,Otras transacciones,226.04999999999998,197.66
7,Casanare,CASANARE,Bienes primarios,63094099.38,137497626
7,Casanare,CASANARE,Manufacturas de baja tecnología,60,8
7,Cauca,CAUCA,Bienes primarios,3139822.81,748757
7,Cauca,CAUCA,Manufacturas basadas en recursos naturales,7283194.8,10827648.1
7,Cauca,CAUCA,Manufacturas de baja tecnología,629603.08,153982.88999999998
7,Cauca,CAUCA,Manufacturas de tecnología media,4588396.96,2565319.25
7,Cesar,CESAR,Bienes primarios,217152616,2618941756
7,Cesar,CESAR,Manufacturas basadas en recursos naturales,179017.86,271376
7,Cesar,CESAR,Manufacturas de baja tecnología,888.3299999999999,9
7,Cesar,CESAR,Manufacturas de tecnología media,208133,466450
7,Chocó,CHOCO,Bienes primarios,10841.18,2.56
7,Chocó,CHOCO,Manufacturas basadas en recursos naturales,472909.19,1463602
7,Chocó,CHOCO,Otras transacciones,1249439.4,13.42
7,Cundinamarca,CUNDINAMARCA,Bienes primarios,105867990.06000009,82909509.03
7,Cundinamarca,CUNDINAMARCA,Manufacturas basadas en recursos naturales,37156296.45,82911094.62
7,Cundinamarca,CUNDINAMARCA,Manufacturas de alta tecnología,9557996.2,473631.88
7,Cundinamarca,CUNDINAMARCA,Manufacturas de baja tecnología,17207579.73,3587929.33
7,Cundinamarca,CUNDINAMARCA,Manufacturas de tecnología media,41222635.08,8270154.88
7,Cundinamarca,CUNDINAMARCA,Otras transacciones,840697.83,164087.65
7,Córdoba,CORDOBA,Bienes primarios,12079027.299999999,2620837.35
7,Córdoba,CORDOBA,Manufacturas basadas en recursos naturales,519093.93,504076.96
7,Córdoba,CORDOBA,Manufacturas de alta tecnología,47744.38,7071
7,Córdoba,CORDOBA,Manufacturas de baja tecnología,56786.270000000004,46728
7,Córdoba,CORDOBA,Manufacturas de tecnología media,36367188,11605566.07
7,Guainía,GUAINIA,Manufacturas de tecnología media,2553,1188.8
7,Guajira,LA GUAJIRA,Bienes primarios,130942454.47000001,1779631305
7,Guajira,LA GUAJIRA,Manufacturas basadas en recursos naturales,227593.15,119960
7,Guajira,LA GUAJIRA,Manufacturas de alta tecnología,164108.4,3192.1
7,Guajira,LA GUAJIRA,Manufacturas de baja tecnología,119979.2,33314
7,Guajira,LA GUAJIRA,Manufacturas de tecnología media,1076239.74,736421.26
7,Huila,HUILA,Bienes primarios,123421801.82,15751573.77
7,Huila,HUILA,Manufacturas basadas en recursos naturales,42850,42850
7,Huila,HUILA,Manufacturas de baja tecnología,0.6,825
7,Huila,HUILA,Manufacturas de tecnología media,87075.18000000001,5648
7,Magdalena,MAGDALENA,Bienes primarios,48478947.43,86192633.12
7,Magdalena,MAGDALENA,Manufacturas basadas en recursos naturales,912667.3200000001,607568.51
7,Magdalena,MAGDALENA,Manufacturas de baja tecnología,44336.43,2564.5
7,Magdalena,MAGDALENA,Manufacturas de tecnología media,328410.45999999996,609889
7,Meta,META,Bienes primarios,39398625.510000005,83483470.69
7,Meta,META,Manufacturas basadas en recursos naturales,19705.18,3575.06
7,Meta,META,Manufacturas de alta tecnología,77601,3823.96
7,Meta,META,Manufacturas de baja tecnología,13938.6,2116.98
7,Meta,META,Manufacturas de tecnología media,399612.01,750098.27
7,Nariño,NARINO,Bienes primarios,11502875.32,1282769.45
